1271 Ir,1 Te,,,2,,. 0,,2,,,,,,,312 METALLIC .
1272,Pt 1 0,,,2,.2,300.0,,1,4,4,U,,,,559 ACTIVATION ENERGY.
1273,Pt 1 P,,,2,.8,300.0,,1,4,4,U,,,,337 VALUE GREATER THAN 0.8 EV.
1274 Pt,1 P,,,2,.6,300.0,,2,4.,0,V,,,,311 VALVE GREATER THAN 0.6 EV.
1275 Pt,I,S,,1,.8,300.0,,1,2,3,V,,,,309
1276,Pt 1 S,,,2,.75,300.0,,1,,,,,,,271 APPROXIMATE VALUE.
1277 Pt,1 As,,,2,.55,300.0,,1,4,3,V,,,,219
1278 Pt,I,As,,2,.5,300.0,,2,4,0,U,,,,311
1279 Pt,1 Se,,,2,.1,300.0,,1,,,,,,,271 APPROXIMATE VALUE.
1280 Pt,1 Sb,,,2,.11,77.0,,1,2,3,I,I,,,476
1281,Pt 1 Sb,,,2,.11,.0,,2,4,3,V,,,,525
1282,Pt 1 Sb,,,2,.112,.0,,2,4,3,V,,,,206 _
1283,Pt 1 Sb,,,2,.11,10.0,,2,2,3,Ut1,,,,525
1284 Pt,1 Sb,,,2,.07,.0,,2,4,3,V,,,,165
1285,Pt 1 Te,,,2,,.0,,2,,,,,,,271 SEMIMETALLIC.
1286 Pt,1 Bi,,,2,,300.0,,2,4,3,V,,,,337 A-PHASE IS SEMIMETALLIC.
1287,Au,Cl,,,,.0,,2,,,,,P,,551
1288 Au,1 Ga,,,2,,.0,,2,1,3,V,,,,654
1289,Au 1 In,,,2,,.0,,2,1,3,V,,,,654
1290,Hg 1 0,,,1,2.48,300.0,,1,1,4,V,,,,611
1291,Hg 1 0,,,1,2.214,300.0,,2,1,4,V,,,,659
1292,Hg 1 0,,,1,1.02,373.0,,2,4,0,V,,,YELLOW,440
1293,Hg 1 0,,,1,1.18,373.0,,2,4,0,V,,,RED,440
1294 Hg,1 0,,,1,,.0,,2,9,0,U,,,,"386 K(LO) = 15.00, K(HI) = .00."
1295,Hg 1 S,,,1,.54,300.0 7.70e-04,,1,2,1,V,,,,"565 B-PHASE, CVBIC."
1296 Hg,1,S,,1,1.998,310.0 -6.80e-04,,1,2,3,I,I,,,"80 A-PHASE, -HEXAGONAL."
1297,HS I,S,,I,2.1S3,20.4 -6.80e-04,,2,2,3,I,I,,,"80 A-PHASE, HEXAGONAL"
1298,Hg 1 S,,,I,2.160,77.0,,2,2,3,I,I,,,"80 A"":""PHASE, HEXAGONAL."
1299,Hg I,S,,I,2.095,283.0,,2,9,3,I,I,C,RED,"472 A-PHASE, HEXAGONAL."
1300 Hg,I,S,,I,.7,300.0,,2,I,3,V,,,,"378 B-PHASE, CVBIC."
1301,Hg 1 S,,,1,-.15,300.0,,2,1,4,,,,OPAQVE,"693 B-PHASE, CUBIC."
1302,Hg I,S,,1,2.21,300.0,,2,I,4,V,,,,611
1303,Hg 2,Cl,,2,3.5,300.0 -1.70e-03,,1,I,3,V,,,,204
1304,Hg 2,Cl,,2,3.8,10.0,,2,1,3,V,,,,204
1305,Hg 2,Cl,,2,2.84,300.0,,2,2,3,V,,,,601
1306 Hg,I,Cl,,2,4.45,300.0,,2,2,3,V,,,,689 ABSORPTION EDGE.
1307 IIg,I,Sc,,I,.24,4.2,,I,7,3,DD,,,,674
1308,Hg I,Se,,I,.6,297.0 -4.30e-04,,2,1,3,DD,,,,133
1309 Hg,I,Se,,1,.07,300.0,,2,8,3,V,,P,,283 BAND OVERLAP.
1310 Hg,1 Se,,,1,.1,300.0,,2,4,0,V,,,,360
1311,Hg 2 Br,,,2,2.6,300.0,,1,2,3,V,,,,601
1312,Hg I,Br,,2,3.59,-300.0,,I,2,4,U,,,,689 ABSORPTION EDGE.
"",1 2,3,,4,5,6 7,8,,9,10,11,12,13,14 15,
Entry,Compound,,,,E(g),Temp. dE/dT,R,,By,On,Tr,Effect,Color,Ref Comment,
No.,,,,,(eV),(Kelvin) (eV/Deg),,,,,,,,,
1313,Hg 1 Te,,,1,.175,300.0 -8.50e-·04,1,,4,3,DD,,,"511 TRANSITION G6 -> G8, BAND",
"",,,,,,,,,,,,,,OVERLAP.,
1314 Hg,1 Te,,,1,.303,1.5,2,,7,3,DD,,,"506 TRANSITION G6 -> G8, BAND",
"",,,,,,,,,,,,,,OVERLAP.,
1315,Hg 1 Te,,,1,.266,77.0,2,,7,3,DD,,,"506 TRANSITION G6 -> G8, BAND",
"",,,,,,,,,,,,,,OVERLAP.,
1316,Hg 1 Te,,,I,.283,30.0,2,,7,3,U,,,"269 TRANSITION G6 -> G8, BAND",
"",,,,,,,,,,,,,,OVERLAP.,
1317,Hg I Te,,,I,.15,300.0,2,,I,3,DD,,,650,
1318,Hg 1 Te,,,1,.19,·300.0,2,,8,3,U,,,"510 TRANSITION G6 -> G8, BAND",
"",,,,,,,,,,,,,,OVERLAP.,
1319,Hg I I,,,2,2.13,298.0 -1.40e-03,I,,I,3,U,,RED,118 TETRAGONAL.,
1320,Hg 1 I,,,2,2.33,.0 -4.00e-04,2,,2,3,U,,RED,566,
1321,Hg 1 I,,,2,2.47,.0 -4.00e-04,2,,2,3,U,,ORANGE,566,
1322,Hg I I,,,2,2.322,20.0,2,,2,3,E,EP,,253,
1323,Hg 1,I,,2,2.29,77.0,2,,5,3,U,,,168,
1324,Hg I I,,,2,2.29,87.0,2,,1,3,U,,RED,118 TETRAGONAL.,
1325,Hg I,I,,2,3.045,90.0 -2.40e-03,2,,I,3,U,,YELLOW,118 ORTHORHOMBIC.,
1326,Hg II,,,2,2.795,204.0 -2.40e-03,2,,1,3,U,,YELLOW,ll8 ORTHORHOMBIC.,
1327,Hg 1 I,,,2,2.095,280.0,2,,3,3,U,,RED,118 TETRAGONAL.,
1328,Hg 1 I,,,2,2.11,300.0 -4.00e-04,2,,2,3,U,,RED,566,
1329,Hg I,I,,2,2.35,300.0 -4~OOe-04 2,,,2,3,U,,ORANGE,566,
1330 Hg,1 I,,,2,2.315,403.0 -2.40e-03,2,,I,3,U,,YELLOW,118 ORTHORHOMBIC.,
1331,Hg 1 I,,,2,2.19,300.0,2,,2,3,U,,,689 ABSORPTION EDGE.,
1332,Hg 2 I,,,2,2.37,300.0,2,,2,3,U,,,601,
1333,TI 1 N,,,3,3.58,77.0,I,,2,2,E,,,172,
1334 Tl,2 0,,,3,l.4,300.0,1,,2,2-,I I,,,235,
1335,TI 2 0,,,3,2.25,300.0,1,,2,2,D I,,,235,
1336 Tl,I F,,,I,,.0,2,,,,,,,"568 K(LO) = 35.00, K(HI) = .00.",
1337,TI I,S,,1,1.36,300.0,I,,I,3,I I,,,345,
1338 TI,,S,,,.98,300.0,2,,4,0,U,,,65 50% SULFUR.,
1339,TI 2,S,,1,.59,250.0,2,,3,.6,U,,,657,
1340,TI 2,S,,1,.19,300.0,2,,3,3,U,,,214 ACTIVATION ENERGY.,
1341,TI 1 CI,,,I,3.56,300.0,I,,2,3,U,,,430,
B42 T1,1,"\,1",,1,::L46R,RO.O,2,,2,~,F.,,,108,
1343,TI I,CI,,I,3.46,300.0,2,,2,3,U,,,292,
1344 Tl,I,CI,,I,3.5,300.0,2,,2,1,U,,,634,
1345 Tl,I Se,,,I,.73,300.0 -4.50e-04,1,,2,3,I I,,,505,
1346 TI,1 Se,,,1,.57,.0 ~3.90e-04 2,,,9,3,U,,,13·,
1347,TI 1 Se,,,1,.96,77.0 -4.50e-04,2,,2,3,I I,,,505,
1348,TI I,Se,,1,.67,300.0 -3;90e-04,2,,3,3,U,,,13,
1349 Tl,I,Se,,I,.7,300.0 -3.90e-04,2,,2,3,U,,,13,
1350 Tl,,Se,,,.84,300.0,2,,4,0,U,,,65 50 % SELENIUM.,
1351,TI I,Se,,1,.74,300.0,2,,1,3,I I,,,345,
1352 TI,1 Br,,,1,3.05,300.0,1,,1,3,E,,,292,
1353,TI 1 Br,,,1,3.115,4.2,2,,2,3,DD,,,397,
1354 TI,1 Br,,,I,3.073,80.0,2,,2,3,E,,,108,
1355,TI 1 Br,,,I,3.1,300.0,2,,2,3,U,P,,634,
1356,TI 2 Te,,,3,.7,303.0 -2.68e-04,I,,2,3,U,,,155,
1357,Tl 2 Te,,,I,.5,300.0,I,,4,4,U,,,347 ACTIVATION ENERGY.,
1358 TI,2,Te,,3,.69,250.0,2,,4,3,U,,,156,
1359,Tl 2,Te,,3,.48,77.0,2,,4,3,U,,,432,
1360 TI,2 Te,,,3,.2,300.0,2,,4,0,U,,,222,
1361,TI 1 I,,,1,2.67,300.0,1,,2,3,U,,,689 ABSORPTION EDGE.,
1362,TI 1 I,,,1,2.88,4.7,2,,2,2,E,EP,,46 ORTHORHOMBIC.,
1363,Ph 1 N,,,6,3.02,300.0,I,,2,2,E,,,176,
1364 Ph,1,N,,6,2.98,295.0,2,,3,3,D D,,,177,
1365 Ph,1 0,,,1,1.936,300.0 -1.00e-04,1,,2,3,I I,,RED,644 TETRAGONAL.,
1366,Ph 1 0,,,I,2.76,300.0 -1.00e-03,1,,2,3,IAI,T,YELLOW,"320 ORTHORHOMBIC, POLARIZED E II",
"",,,,,,,,,,,,,,Ii.,
1367,Ph 1 0,,,1,2.84,300.0,1,,2,3,DFI,,RED,644 TETRAGONAL.,
1368 Ph,2 0,,,3,l.67,300.0,I,,2,4,U,,,353 ABSORPTION EDGE.,
1369 Ph,I,0,,2,1.7,300.0,1,,,,,,,"445 B-PHASE,TETRAGONAL.",
1370 Ph,1 0,,,2,2.,300.0,1,,,,,,,"445 A-PHASE, ORTHORHOMBIC.",
1371,Ph 3,0,,4,2.12,300.0,I,,2,4,U,,,353 ABSORPTION EDGE.,
1372,Ph 1 0,,,I,2.88,4.2,2,,2,3,I I,,YELLOW,277 ORTHORHOMBIC.,
1373,Ph 1 0,,,I,2.86,77.0,2,,2,3,I I,,YELLOW,277 ORTHORHOMBIC.,
1374 Ph,I 0,,,I,2.66,300.0,2,,2,3,I I,,YELLOW,277 ORTHORHOMBIC.,
1375,Ph I,0,,1,2.73,300.0 -l.00e-03,2,,2,3,IFI,T,YELLOW,320 ORTHORHOMBIC. POLARIZED E,II
"",,,,,,,,,,,,,,A.,
1376 Ph,1 0,,,2,1.4,300.0,2,,2,2,U,,,"445 B-PHASE, TETRAGONAL.",
1377,Ph I,0,,2,1.45,300.0,2,,2,2,U,,,"445 A-PHASE, ORTHORHOMBIC.",
1378 Ph,1 0,,,2,1.5,300.0,2,,,,,,,393,
1379,Ph 1 0,,,1,2.,300.0,2,,2,2,U,,,550,
1380 Ph,1 0,,,2,2.,300.0,2,,,,,,,393,
1381,Ph 1 0,,,I,2.6,300.0,2,,2,2,U,,,550,
1382,Ph 1 0,,,I,2.73,300.0,2,,I,4,U,,,611,
1383,Ph 1 0,,,I,3.18,300.0,2,,8,2,D I,IEI'f,RED.,377,
1.~R4 Ph,1,0,,1,3.3n,3000,?,,8,2,n T,F.PT,YF.T.T.OW,".'),77",
"",1 2,3,,4,5,6 7,,8 9,,10,11,12,13,14 15
Entry,Compound,,,,E(g),Temp. dE/dT,,R By,,On,Tr,Effect,Color,Ref Comment
No.,,,,,(eV),(Kelvin) (eV/Deg),,,,,,,,
1385,Ph 1 F,,,2,,.0,,2,,,,,COLORLESS,"43 K(LO) :: 26.30, K(HI) :: 2.99."
1386,Ph 1 S,,,1,.41,300.0,,1 1,,1,DD,,,163
1387,Ph 1 S,,,1,.286,4.2,,2 6,,1,DD,,,163
1388 Ph,1 S,,,1,.307,77.0,,2 6,,1,DD,,,163
1389 Ph,1 S,,,1,.285,300.0,,2 1,,3,DD,,,484
1390 Ph,I,S,,I,.44,373 .. 0,,2 I,,I,DD,,,163
1391,Ph I,S,,I,.281,4.2,,2 8,,3,V;,L,,314
1392,Ph I,S,,I,.3,77.0,,2 8,,3,U,L,,139
1393,Ph I,S,,I,.37,300.0,,2 2,,3,I I,,,549
1394 Ph,I,S,,I,.41,300.0,,2 2,,3,D I,,,549
1395,Ph I,S,,I,.307,77.0,,2 6,,I,DD,,,487
1396 Ph,I,CI,,2,3.82,300.0,,I 2,,3,U,,,652
1397,Ph I,Cl,,2,3.94,300.0,,2 2,,3,U,PT,,·689 ABSORPTION EDGE.
1398 Ph,I,CI,,2,4.1,300.0,,2 1,,4,U,,,611
1399 Ph,I,Se,,I,.27,300.0,,I 1,,I,DD,,,702
1400 Ph,I,Se,,1,.165,4.2 4.lOe-04,,2 6,,3,D D,,f:RRY,£1.50
1401,Ph I,Se,,I,.165,4.2,,2 6,,I,DD,,,163
1402,Ph 1 Se,,,I,.165,77.0 4.50e-04,,2 2,,I,U,,,595
1403 Ph,1 Se,,,I,.176,77.0 4.lOe-04,,2 6,,3,DD,,GREY,450
1404 Ph,I,Se,,I,.176,77.0,,2 6,,I,DD,,,163
1405 Ph,1 Se,,,1,.26,:l.OOO,,2 2,,3,I I,,,549
1406 Ph,1 Se,,,I,.27,300.0,,2 1,,I,DD,,,163
1407,Ph I,Se,,1,.275,300.0 4.50e-04,,2 2,,1,U,,,595
1408 Ph,I,Se,,1,.29,300.0,,2 2,,3,D I,,,549
1409 Ph,I,Se,,I,.31,373.0,,2 1,,I,DD,,,163
1410 Ph,1,Se,,1,.14,4.2,,2 9,,3,U,L,,311·
1411,Ph I,Br,,2,3.2,300.0,,I 2,,3,U,,,652 ABSORPTION EDGE.
1412,Ph I,Br,,2,3.5,77.0,,2 2,,3,V,,,652 ABSORPTION EDGE.
1413,Ph I,Br,,2,3.23,300.0,,2 2,,4,U,,. COLORLESS,689 ABSORPTION EDGE.
1414 Ph,I,Br,,2,3.31,300.0,,2 I,,4,V,,,611
1415,Ph I,Te,,I,.31,300.0,,I I,,1,DD,,,163
1416,Ph 1 Te,,,1,.185,.0,,2 3,,3,DD,,WHITE,389
1417,Ph 1 Te,,,1,.19,.04.lOe-04,,2 2,,3,IAI,,,613
1418,Ph 1 Te,,,I,.19,4.2,,2 6,,1,DD,,,163
1419,Ph I,Te,,I,.21,77.0,,2 I,,3,I I,EPT,,129
1420 Ph,I,Te,,I,.21,77.0 4.85e-04,,2 3,,3,DD,,WHITE,389
1421,Ph I,Te,,I,.217,77.0,,2 6,,I,DD,,,163
1422,Ph I,Te,,I,.19,300.0,,2 I,,3,DD,,,484
1423,Ph 1 Te,,,I,.29,300.0,,2 1,,3,I I,EPT,,129
1424 Ph,1 Te,,,I,.31,300.0 4.85e-04,,2 3,,3,DD,,WHITE,389
1425,Ph I,Te,,I,.34,373.0,,2 1,,1,DD,,,163
1426 Ph,1 Te,,,I,.191,4.2,,2 8,,3,U,L,,314
1427,Ph 1 Te,,,I,.29,300.0,,2 2,,3,I I,,,549
1428,Ph I,Te,,I,.32,300.0,,2 2,,3,D I,,,549
1429 Ph,I,I,,2,2.32,300.0,,I 2,,3,V,,,189
1430 Ph,I,I,,2,2.41,.0,,2 8,,3,U,P,,190
1431,Ph I,I,,2,2.535,.0 -9.95e-04,,2 2,,3,V,,,189
1432,Ph I,I,,2,3.01,.0,,2 2,,3,E,,,627
1433,Ph 1 I,,,2,2.32,300.0,,2 2,,3,U,P,YELLOW,689
1434,Ph I,I,,2,2.36,300.0,,2 1,,4,V,,,611
1435,Bi 2,0,,3,2.0,3OO.U,,1 2,,2,I I,,,241
1436,Bi 2 0,,,3,2.91,300.0,,1 2,,2,D I,,,241
1437,Bi 2 0,,,3,3.1,77.0 -l.lOe-03,,2 2,,2,U,,,431
1438,Bi 2 0,,,3,2.15,300.0,,2 4,,2,DD,,,241
1439,Bi 2 0,,,3,2.58,300.0 -l.00e-03,,2 3,,2,IAI,,,242
1440,Bi 2 0,,,3,2.85,300.0 -1.1Oe-03,,2 2,,2,U,,,431
1441,Bi 2 0,,,3,2.86,300.0,,2 1,,4,U,,,611
1442,Bi 2 0,,,3,2.07,400.0 -l.lOe-03,,2 4,,2,U,,,431
1443,Bi 2 0,,,3,2.85,300.0 -l.40e-03,,2 3,,2,D I,,,242
1444,Bi 1 F,,,3,,.0,,2,,,,,GREY,"386 K(LO) :: 20.00, K(HI) = .00."
f445,Bi 2 S,,,3,1.2,300.0 -8.ooe-04,,I 2,,3,U,,,237
1446,Bi 2,S,,3,1.4,77.0 -8.00e-04,,2 2,,3,U,,,237
1447,Bi 2,S,,3,1.3,293.0,,2 2,,4,U,,,575
1448,Bi 2,S,,3,.72,300.0,,2 4,,2,U,,,237
1449,Bi 2 S,,,3,1.3,300.0,,2 .2,,4,U,,,85
1450,Bi 2,Se,,3,.21,300.0 -1.00e-04,,I 2,,3,U,,,243
1451,Bi 2,Se,,3,.4,77.0 -2.00e-04,,2 2,,3,V,,,85
1452,Bi 2,Se,,3,.35,293.0,,2 2,,3,U,,,575
1453,Bi 2,Se,,3,.35,300.0 -2.00e-04,,2 2,,3,U,,,85
1454,Bi 2 Se,,,3,.161,300.0,,2 2,,3,I I,,,260
1455,Bi 1 Br,,,3,2.66,300.0,,1 2,,4,V,,,"689 ABSORPTION EDGE, PRESSURE"
"",,,,,,,,,,,,,,DEPENDENCE OF.
1456,Bi 1 Sh,,,I,.023,4.2,,2 7,,0,U,,,620 15 % ANTIMONY.
1457,Bi,Sh,,,.008,80.0,,2 8,,3,U,,,685 3 % ANTIMONY.
1458,Bi,Sh,,,.022,80.0,,2 8,,3,U,,,685 10 % ANTIMONy.
1459,Bi,Sh,,,.024,300.0,,2 8,,3,U,,,110 15 % ANTIMONY.
1460 Bi,,Sh,,,.007,300.0,,2 4,,3,U,,,329 8 % ANTIMONY.
1461,Bi,Sh,,,.007,300.0,,2 4,,3,U,,,329 30 % ANTIMONY.
1462,Bi,Sh,,,.008,300.0·,,2 4,,3,V,,,329 20 % ANTIMONY.
1463,Bi,Sh,,,.01,300.0,,2 4,,3,V,,,329 IS % ANTIMONY.
"",1 2,3,,4,5,6 7,,8,9,10,,11,-12,13,14 15
Entry,Compound,,,,E(g),Temp. dE/dT,,R,By,On,,Tr,Effect,Color,Ref CommeJ'l·
No.,,,,,(eV),(Kelvin) (eV/Deg),,,,,,,,,
1464,Bi,Sb,,,.01,300.0,,2,4,3,V,,,,329 9 % ANTIMONY.
1465,Bi,Sb,,,.on,300.0,,2,4,3,V,,P,,191 8 % ANTIMONY.
1466,Bi,Sb,,,.012,300.0,,2,4,3,V,,,,329 10 % ANTIMONY.
1467,Bi 1 Sb,,,1,.014,300.0,,2,7,3,V,,,,621 10 % ANTIMONY.
1468,Bi,Sb,,,.014,300.0,,2,4,3,U,,,,329 12 % ANTIMONY.
1469,Bi,Sb,,,.015,300.0,,2,4,3,V,,P,,191 10 % ANTIMONY.
1470,Bi,Sb,,,.018,300.0,,2,4,3,V,,P,,191 13 % ANTIMONY.
1471,Bi 1 Sb,,,1,.022,300.0,,2,7,3,V,,,,621 15 % ANTIMONY.
1472,Bi 2 Te,,,3,.145,300.0 -1.00e-04,,1,2,3,I,I,,,260
1473,Bi 2 Te,,,3,.15,.0,,2,4,3,V,,,,558
1474 Bi,2 Te,,,3,.13,300.0 -9.50e-05,,2,2,3,I,I,,,41
1475,Bi 2 Te,,,3,.14,300.0,,2,4,3,V,,,,558
1476 Bi,2 Te,,,3,.16,.0 -9.00e-05,,2,4,3,V,,,,85
1477,Bi 2 Te,,,3,.15,300.0 -9.00e-05,,2,2,3,V,,,,85
1478 Bi,2 Te,,,3,.153,300.0,,2,4,3,V,,,,387
1479,Bi 2 Te,,,3,.171,300.0,,2,4,3,V,,,,400
1480,Bi 2 Te,,,3,.2,300.0,,2,8,3,V,,,,545
1481,Bi 1 I,,,3,1.73,293.0 -9.20e-04,,1,2,3,I,I,P,,646
1482,Bi 1 I,,,3,2.195,293.0,,1,,,D,I,,,~7
1483,Bi 1 I,,,3,2.03,.0 -3.50e-04,,2,2,3,DD,,,,631
1484,Bi 1 I,,,3,2.029,20.4 -9.20e-04,,2,2,3,I,I,P,,646
1485,Bi 1 I,,,3,1.922,85.0 -9.20e-04,,2,2,3,I,I,P,,646
1486,Bi 1 I,,,3,1.81,295.0,,2,2,3,DD,,,,220
1487,Bi 1 I,,,3,1.93,300.0 -3.50e-04,,2,2,3,DD,,,,631
1488,Bi 1 I,,,3,2.52,.0,,2,4,4,V,,,,220
1489,Bi,,,,.015,4.2,,1,7,3,V,,,,114
1490,Bi,,,,.024,4.2,,2,6,3,DD,,,,208
1491,Bi,,,,.006,77.4,,2,4,0,V,,,,582 VALVE AT 15 KBAR. METALLIC
"",,,,,,,,,,,,,,,AT TEMPERATVRES ABOVE
"",,,,,,,,,,,,,,,150 deg. k.
1492,Th 1 C,,,1,,9.0,,2,0,0,V,,,,149 SVPERCONDUCTOR.
1493,Th 1 0,,,2,5.75,300.0,,1,,,,,,,529
1494 Th,1 0,,,2,3.5,300.0,,1,2,2,V,,PT,WHITE,91
1495,Th 1 0,,,2,2.56,300.0,,2,4,0,V,,,,671
1496,Th 1 0,,,2,3.3 .,300.0,,2,2,3,U,,,RED,167 ABSORPTION EDGE.
1497,Th 1 0,,,2,5.02,300.0,,2,2,3,V,,,,62 ABSORPTION EDGE.
1498 Th,1 0,,,2,3.2,000.0,,2,4,4,V,,,,166 ACTIVATION ENERGY.
1499 Th,1 0,,,2,3.3,300.0,,2,1,4,V,,,,659
1500 V,,0,,,1.5,300.0,,1,4,4,U,,,,704 U3-08.
1501,U 1 0,,,2,2.18,300.0,,1,2,3,V,,,,20
1502,U,0,,,.6,473.0,,2,4,4,V,,,,705 VI-02.
1503,U 1 0,,,2,1.3,100.0,,2,4,4,U,,,,460 ACTIVATION ENERGY.
1504,U 1 P,,,2,,300.0,,2,4,3,V,,,,289
